% Query:
% SELECT d.name, li.name, ev2.evalue as build_CPU, ev3.evalue as build_mem, ev.evalue as run_CPU, ev4.evalue as run_mem, ev1.evalue as pred_acc
% FROM
% dataset d,
% experiment e,
% learner_application la,
% learner_implementation li,
% evaluation ev,
% evaluation ev1,
% evaluation ev2,
% evaluation ev3,
% evaluation ev4
% WHERE d.did = 26 and
% d.did = e.did and la.laid = e.laid and la.liid = li.liid and
% e.eid = ev.eid and ev2.eid = e.eid and ev3.eid = e.eid and ev4.eid = e.eid and ev2.emiid = 1 and ev3.emiid = 2 and ev4.emiid = 4 and ev.emiid = 3 and ev1.emiid = 6 and e.eid = ev1.eid

@relation query

@attribute name {nursery}
@attribute name {weka.LBR,weka.DecisionTable,weka.NNge,weka.DecisionStump,weka.Id3,weka.SMO,weka.MultilayerPerceptron,weka.MultiBoostAB,weka.ConjunctiveRule,weka.Stacking,weka.J48,weka.Decorate,weka.PART,weka.RBFNetwork,weka.ZeroR,weka.BayesNet,weka.SimpleLogistic,weka.Logistic,weka.StackingC,weka.AttributeSelectedClassifier,weka.MultiClassClassifier,weka.NaiveBayes,weka.FilteredClassifier,weka.Prism,weka.MultiScheme,weka.NaiveBayesUpdateable,weka.Ridor,weka.Vote,weka.HyperPipes,weka.NBTree,weka.CVParameterSelection,weka.ClassificationViaRegression,weka.LogitBoost,weka.Bagging,weka.LMT,weka.IBk,weka.NaiveBayesSimple,weka.IB1,weka.OneR,weka.VFI,weka.RacedIncrementalLogitBoost,weka.LWL,weka.RandomForest,weka.RandomTree,weka.REPTree,weka.JRip,weka.AdaBoostM1,weka.RandomCommittee,weka.AODE,weka.OrdinalClassClassifier}
@attribute build_CPU numeric
@attribute build_mem numeric
@attribute run_CPU numeric
@attribute run_mem numeric
@attribute pred_acc numeric

@data
nursery,weka.RandomTree,1.13,1.47473e+07,61,1.60864e+08,0.730015
nursery,weka.REPTree,1.38,6.14473e+06,60,1.8434e+08,0.960185
nursery,weka.JRip,104.21,4.10282e+08,951,6.46408e+08,0.96713
nursery,weka.AdaBoostM1,1.6,1.17418e+07,59,1.54556e+08,0.6625
nursery,weka.RandomCommittee,3,9.15058e+07,721,5.96484e+08,0.959336
nursery,weka.AODE,0.8,95888,47,1.67788e+08,0.928086
nursery,weka.OrdinalClassClassifier,0.77,8.44062e+06,58,1.64656e+08,0.971142
nursery,weka.SMO,47.96,5.33646e+07,534,2.44064e+08,0.931096
nursery,weka.SMO,48.3,5.35419e+07,476,2.57148e+08,0.930941
nursery,weka.SMO,65.5,5.3571e+07,631,2.41032e+08,0.930864
nursery,weka.SMO,48.49,5.31016e+07,502,2.32492e+08,0.930864
nursery,weka.SMO,52.8,5.33136e+07,598,2.724e+08,0.931173
nursery,weka.SMO,56.13,5.35303e+07,562,2.66404e+08,0.931019
nursery,weka.SMO,60.79,5.3369e+07,582,2.58352e+08,0.931173
nursery,weka.SMO,56.35,5.31586e+07,541,2.96864e+08,0.930864
nursery,weka.SMO,48.68,5.34492e+07,489,2.3694e+08,0.930941
nursery,weka.SMO,55.92,5.32054e+07,544,2.33708e+08,0.931173
nursery,weka.SMO,54.1,5.34272e+07,588,2.52968e+08,0.930864
nursery,weka.SMO,54.56,5.33369e+07,543,2.57076e+08,0.931173
nursery,weka.SMO,58.97,5.33196e+07,592,2.44788e+08,0.930864
nursery,weka.SMO,57.1,5.3441e+07,515,2.40032e+08,0.930864
nursery,weka.SMO,54.36,5.33666e+07,539,2.82936e+08,0.931327
nursery,weka.SMO,57.25,5.34207e+07,537,2.50776e+08,0.931173
nursery,weka.SMO,69.43,5.34606e+07,605,2.51024e+08,0.931404
nursery,weka.SMO,57.5,5.34922e+07,545,2.49316e+08,0.930864
nursery,weka.SMO,56.55,5.29043e+07,532,2.715e+08,0.93071
nursery,weka.SMO,62.2,5.34493e+07,599,3.30016e+08,0.931404
nursery,weka.SMO,3.3,5.33452e+07,92,2.31212e+08,0.913349
nursery,weka.SMO,4.1,5.34342e+07,83,3.46932e+08,0.921759
nursery,weka.SMO,5.98,5.31709e+07,120,2.44444e+08,0.927006
nursery,weka.SMO,27.35,5.33838e+07,295,2.67308e+08,0.93179
nursery,weka.SMO,61.14,5.32427e+07,611,2.38472e+08,0.930787
nursery,weka.SMO,144.79,5.34395e+07,1336,2.33572e+08,0.93071
nursery,weka.SMO,123.7,5.31616e+07,1163,2.70236e+08,0.930633
nursery,weka.SMO,211.88,5.35596e+07,1922,2.4258e+08,0.930633
nursery,weka.SMO,337.33,5.32406e+07,2724,2.85556e+08,0.930556
nursery,weka.SMO,287.92,5.31656e+07,2770,2.4102e+08,0.930324
nursery,weka.SMO,656.62,5.36024e+07,6129,2.98688e+08,0.930556
nursery,weka.SMO,1291.11,5.32555e+07,10779,2.60516e+08,0.930478
nursery,weka.SMO,1433.71,5.3501e+07,13088,2.49268e+08,0.930864
nursery,weka.SMO,1703.5,5.3248e+07,14286,2.54956e+08,0.93071
nursery,weka.SMO,2085.53,5.34757e+07,19582,2.15636e+08,0.930864
nursery,weka.SMO,1921.87,5.30176e+07,17658,1.89536e+08,0.930864
nursery,weka.SMO,2226.26,5.29687e+07,20159,2.46908e+08,0.93071
nursery,weka.SMO,2768.28,5.3267e+07,25077,2.62168e+08,0.930478
nursery,weka.SMO,3725.97,5.30943e+07,27924,2.18368e+08,0.930556
nursery,weka.SMO,2.56,5.34285e+07,69,2.53864e+08,0.913272
nursery,weka.SMO,3.37,5.35406e+07,97,2.41964e+08,0.913966
nursery,weka.SMO,2.99,5.32025e+07,98,3.02452e+08,0.912809
nursery,weka.SMO,2.61,5.39329e+07,89,2.393e+08,0.913349
nursery,weka.SMO,2.79,5.32958e+07,104,2.90096e+08,0.913426
nursery,weka.SMO,2.76,5.34883e+07,84,2.35884e+08,0.912886
nursery,weka.SMO,2.56,5.30595e+07,108,2.88732e+08,0.913735
nursery,weka.SMO,2.71,5.32497e+07,107,2.6536e+08,0.913194
nursery,weka.SMO,2.95,5.35388e+07,94,2.70664e+08,0.913272
nursery,weka.SMO,2.85,5.3433e+07,107,2.87016e+08,0.913194
nursery,weka.SMO,2.85,5.35372e+07,75,2.30072e+08,0.913117
nursery,weka.SMO,2.92,5.33321e+07,101,2.7762e+08,0.913812
nursery,weka.SMO,3.3,5.3329e+07,107,3.06884e+08,0.913194
nursery,weka.SMO,2.7,5.32415e+07,90,2.7516e+08,0.913272
nursery,weka.SMO,2.76,5.3206e+07,86,2.91824e+08,0.912809
nursery,weka.SMO,3.8,5.35376e+07,68,2.48116e+08,0.91358
nursery,weka.SMO,3.34,5.32247e+07,94,2.77896e+08,0.913117
nursery,weka.SMO,2.91,5.33016e+07,80,2.61492e+08,0.913272
nursery,weka.SMO,2.74,5.34748e+07,96,2.80896e+08,0.913349
nursery,weka.SMO,2.85,5.34183e+07,95,2.68324e+08,0.913117
nursery,weka.SMO,3.88,5.36097e+07,107,2.78676e+08,0.921142
nursery,weka.SMO,3.57,5.34643e+07,93,2.63064e+08,0.921759
nursery,weka.SMO,4.33,5.3577e+07,90,2.26256e+08,0.922685
nursery,weka.SMO,4.14,5.34427e+07,82,2.40904e+08,0.921991
nursery,weka.SMO,4.88,5.31951e+07,100,2.70212e+08,0.921682
nursery,weka.SMO,4.27,5.32662e+07,79,2.15944e+08,0.923071
nursery,weka.SMO,4.31,5.35154e+07,102,2.93032e+08,0.922222
nursery,weka.SMO,4.6,5.30931e+07,85,2.69288e+08,0.922145
nursery,weka.SMO,4.84,5.33946e+07,102,2.6608e+08,0.923071
nursery,weka.SMO,4.54,5.35147e+07,86,2.97372e+08,0.922299
nursery,weka.SMO,4.7,5.30081e+07,83,2.85768e+08,0.921451
nursery,weka.SMO,4.42,5.32733e+07,94,2.52628e+08,0.922068
nursery,weka.SMO,4.21,5.35227e+07,90,2.78772e+08,0.921682
nursery,weka.SMO,3.67,5.34403e+07,93,2.81404e+08,0.921991
nursery,weka.SMO,4.48,5.30678e+07,102,2.49288e+08,0.921836
nursery,weka.SMO,4.5,5.34096e+07,111,3.41596e+08,0.921296
nursery,weka.SMO,4.33,5.34841e+07,106,3.15232e+08,0.922299
nursery,weka.SMO,4.65,5.31072e+07,88,2.98428e+08,0.921914
nursery,weka.SMO,3.71,5.32401e+07,87,2.74996e+08,0.922917
nursery,weka.SMO,4.34,5.29693e+07,90,2.84304e+08,0.921991
nursery,weka.SMO,6.63,5.35644e+07,117,2.20528e+08,0.926698
nursery,weka.SMO,5.89,5.31822e+07,100,2.26076e+08,0.926775
nursery,weka.SMO,5.75,5.32329e+07,101,2.91512e+08,0.926929
nursery,weka.SMO,5.76,5.31998e+07,92,2.52456e+08,0.927006
nursery,weka.SMO,6.72,5.34628e+07,106,2.6524e+08,0.926775
nursery,weka.SMO,6.21,5.34574e+07,103,2.453e+08,0.926543
nursery,weka.SMO,5.88,5.30935e+07,99,2.28404e+08,0.927006
nursery,weka.SMO,5.67,5.30624e+07,98,2.45508e+08,0.927006
nursery,weka.SMO,6.6,5.33457e+07,116,2.90524e+08,0.927006
nursery,weka.SMO,5.43,5.31104e+07,109,2.57284e+08,0.926852
nursery,weka.SMO,5.25,5.34708e+07,106,2.50672e+08,0.926929
nursery,weka.SMO,6.3,5.35209e+07,96,2.29196e+08,0.926852
nursery,weka.SMO,5.44,5.3457e+07,92,2.74572e+08,0.927006
nursery,weka.SMO,5.52,5.33921e+07,109,2.82036e+08,0.926775
nursery,weka.SMO,5.75,5.34737e+07,103,2.54292e+08,0.926698
nursery,weka.SMO,5.41,5.30651e+07,97,2.50404e+08,0.926852
nursery,weka.SMO,6.39,5.32303e+07,115,2.58e+08,0.926929
nursery,weka.SMO,5.4,5.35471e+07,102,2.84424e+08,0.926775
nursery,weka.SMO,5.98,5.31068e+07,97,2.70316e+08,0.927315
nursery,weka.SMO,5.71,5.35134e+07,94,2.71876e+08,0.926543
nursery,weka.SMO,26.54,5.35051e+07,269,2.51472e+08,0.931944
nursery,weka.SMO,25.66,5.34742e+07,270,2.57756e+08,0.931867
nursery,weka.SMO,25.65,5.32894e+07,272,2.33324e+08,0.931173
nursery,weka.SMO,29.41,5.34673e+07,292,2.5062e+08,0.930941
nursery,weka.SMO,36.76,5.34047e+07,354,2.54932e+08,0.931327
nursery,weka.SMO,25.99,5.35742e+07,311,2.5852e+08,0.931173
nursery,weka.SMO,23.49,5.32974e+07,273,2.32896e+08,0.931173
nursery,weka.SMO,24.25,5.33114e+07,275,2.3928e+08,0.931404
nursery,weka.SMO,26.95,5.33134e+07,268,2.17592e+08,0.931096
nursery,weka.SMO,24.55,5.32188e+07,283,2.80536e+08,0.931096
nursery,weka.SMO,24.31,5.34074e+07,288,2.84784e+08,0.931327
nursery,weka.SMO,25.63,5.33798e+07,282,2.68164e+08,0.931096
nursery,weka.SMO,30.6,5.33667e+07,351,2.2388e+08,0.93071
nursery,weka.SMO,28.36,5.35747e+07,281,2.80256e+08,0.930787
nursery,weka.SMO,25.6,5.31444e+07,269,2.62568e+08,0.931404
nursery,weka.SMO,24.72,5.34313e+07,276,2.42188e+08,0.930864
nursery,weka.SMO,35.26,5.3423e+07,363,2.63828e+08,0.932176
nursery,weka.SMO,26.63,5.31561e+07,279,2.41844e+08,0.931867
nursery,weka.SMO,25.7,5.31915e+07,296,3.1302e+08,0.931559
nursery,weka.SMO,24.97,5.30413e+07,278,2.7784e+08,0.930247
nursery,weka.SMO,48.88,5.34968e+07,557,2.40696e+08,0.931096
nursery,weka.SMO,52.11,5.32455e+07,545,2.46408e+08,0.930941
nursery,weka.SMO,51.11,5.34153e+07,554,2.1974e+08,0.930864
nursery,weka.SMO,50.86,5.35038e+07,560,2.92376e+08,0.930864
nursery,weka.SMO,63.51,5.2989e+07,589,2.26244e+08,0.931173
nursery,weka.SMO,57.8,5.36952e+07,532,2.39176e+08,0.931019
nursery,weka.SMO,61.1,5.30132e+07,546,2.34856e+08,0.931173
nursery,weka.SMO,55.36,5.33501e+07,557,2.6796e+08,0.930864
nursery,weka.SMO,59.33,5.3191e+07,579,2.93892e+08,0.930941
nursery,weka.SMO,64.19,5.32101e+07,621,2.909e+08,0.931173
nursery,weka.SMO,50.42,5.34655e+07,513,2.92952e+08,0.930864
nursery,weka.SMO,55.82,5.34117e+07,542,2.19224e+08,0.931173
nursery,weka.SMO,55.93,5.33498e+07,558,2.54304e+08,0.930864
nursery,weka.SMO,58.76,5.35629e+07,556,2.77824e+08,0.930864
nursery,weka.SMO,56.8,5.32834e+07,545,2.61556e+08,0.931327
nursery,weka.SMO,55.61,5.33605e+07,504,2.78548e+08,0.931173
nursery,weka.SMO,53.8,5.30763e+07,547,2.82968e+08,0.931404
nursery,weka.SMO,55.98,5.30661e+07,524,2.1104e+08,0.930864
nursery,weka.SMO,58.32,5.30986e+07,552,2.55524e+08,0.93071
nursery,weka.SMO,60.41,5.33113e+07,556,2.40776e+08,0.931404
nursery,weka.SMO,105.58,5.30285e+07,985,2.56728e+08,0.93071
nursery,weka.SMO,116.97,5.32657e+07,1010,2.18564e+08,0.93071
nursery,weka.SMO,116.12,5.31658e+07,987,2.90072e+08,0.93071
nursery,weka.SMO,110.59,5.34925e+07,1030,2.59752e+08,0.93071
nursery,weka.SMO,99.67,5.32874e+07,1003,2.73028e+08,0.93071
nursery,weka.SMO,110.65,5.35391e+07,988,2.57156e+08,0.93071
nursery,weka.SMO,97.38,5.33371e+07,901,2.21448e+08,0.93071
nursery,weka.SMO,100.82,5.374e+07,937,2.52104e+08,0.93071
nursery,weka.SMO,129.26,5.37601e+07,1042,2.60224e+08,0.93071
nursery,weka.SMO,104.89,5.34455e+07,1062,2.43616e+08,0.93071
nursery,weka.SMO,100.45,5.31892e+07,1035,2.36428e+08,0.93071
nursery,weka.SMO,114.47,5.3437e+07,1111,2.4264e+08,0.93071
nursery,weka.SMO,112.85,5.34243e+07,1033,2.56708e+08,0.93071
nursery,weka.SMO,145.84,5.3442e+07,1330,2.41072e+08,0.93071
nursery,weka.SMO,131.39,5.35096e+07,1092,2.52572e+08,0.93071
nursery,weka.SMO,110.77,5.3439e+07,1188,2.65356e+08,0.93071
nursery,weka.SMO,87.45,5.33654e+07,916,2.46852e+08,0.93071
nursery,weka.SMO,178.39,5.33856e+07,1625,2.62616e+08,0.93071
nursery,weka.SMO,155.43,5.32564e+07,1298,2.37392e+08,0.93071
nursery,weka.SMO,146.11,5.39699e+07,1182,2.7212e+08,0.930633
nursery,weka.SMO,115.23,5.35623e+07,1128,2.67016e+08,0.930478
nursery,weka.SMO,132.58,5.35835e+07,1274,2.65512e+08,0.930556
nursery,weka.SMO,113.85,5.35858e+07,1161,2.26732e+08,0.930401
nursery,weka.SMO,128.37,5.31694e+07,1085,2.3722e+08,0.930633
nursery,weka.SMO,128.11,5.3351e+07,1248,2.77408e+08,0.930247
nursery,weka.SMO,97.89,5.34658e+07,1011,2.49604e+08,0.930247
nursery,weka.SMO,103.64,5.34313e+07,1129,2.71788e+08,0.930401
nursery,weka.SMO,122.26,5.38242e+07,1070,2.07972e+08,0.930787
nursery,weka.SMO,114,5.32551e+07,1134,2.49552e+08,0.930787
nursery,weka.SMO,138.8,5.35873e+07,1307,2.47e+08,0.930478
nursery,weka.SMO,103.85,5.35257e+07,1003,2.71288e+08,0.930633
nursery,weka.SMO,115.47,5.31233e+07,958,2.17944e+08,0.930478
nursery,weka.SMO,176.1,5.35535e+07,1408,2.65364e+08,0.930633
nursery,weka.SMO,123.53,5.32588e+07,1108,2.54292e+08,0.93071
nursery,weka.SMO,98.5,5.35744e+07,920,2.3904e+08,0.93071
nursery,weka.SMO,162.83,5.3242e+07,1512,2.75896e+08,0.930633
nursery,weka.SMO,122.91,5.34088e+07,1076,2.73576e+08,0.930633
nursery,weka.SMO,174.6,5.34846e+07,1439,2.208e+08,0.930556
nursery,weka.SMO,118.61,5.32159e+07,1129,2.83384e+08,0.930556
nursery,weka.SMO,107.31,5.31944e+07,1132,2.67644e+08,0.930556
nursery,weka.SMO,214.24,5.3549e+07,2301,1.89028e+08,0.93071
nursery,weka.SMO,209.4,5.34476e+07,1932,2.72648e+08,0.930633
nursery,weka.SMO,204.45,5.34478e+07,1825,2.39192e+08,0.930941
nursery,weka.SMO,189.71,5.3181e+07,1854,2.32448e+08,0.93071
nursery,weka.SMO,233.58,5.34469e+07,2068,2.76376e+08,0.93071
nursery,weka.SMO,236.48,5.32024e+07,2016,2.63436e+08,0.930787
nursery,weka.SMO,218.1,5.31711e+07,1936,2.23692e+08,0.930787
nursery,weka.SMO,219.2,5.35259e+07,1990,2.40408e+08,0.930787
nursery,weka.SMO,200.78,5.35147e+07,1843,2.4092e+08,0.930633
nursery,weka.SMO,219.87,5.33663e+07,2111,2.8804e+08,0.930556
nursery,weka.SMO,221.25,5.34988e+07,1994,2.34392e+08,0.930787
nursery,weka.SMO,200.3,5.33334e+07,1907,2.5212e+08,0.930633
nursery,weka.SMO,196.28,5.33327e+07,1893,2.73436e+08,0.930633
nursery,weka.SMO,233.32,5.31622e+07,1966,2.81216e+08,0.930941
nursery,weka.SMO,197.12,5.34748e+07,1736,3.14952e+08,0.930633
nursery,weka.SMO,200.62,5.35233e+07,1868,2.66436e+08,0.93071
nursery,weka.SMO,210.8,5.35222e+07,1834,2.29748e+08,0.930556
nursery,weka.SMO,220.71,5.31575e+07,2006,2.641e+08,0.93071
nursery,weka.SMO,211.43,5.37326e+07,2002,2.38124e+08,0.930556
nursery,weka.SMO,232.9,5.30831e+07,2059,2.82816e+08,0.930941
nursery,weka.SMO,186.44,5.3204e+07,1575,2.50396e+08,0.93071
nursery,weka.SMO,191.12,5.31014e+07,1771,2.42972e+08,0.930478
nursery,weka.SMO,160.9,5.35028e+07,1702,2.33088e+08,0.930478
nursery,weka.SMO,181.4,5.32169e+07,1541,2.56152e+08,0.93071
nursery,weka.SMO,159.58,5.34366e+07,1525,2.50068e+08,0.930478
nursery,weka.SMO,164.6,5.35007e+07,1535,2.95348e+08,0.930478
nursery,weka.SMO,178.5,5.35063e+07,1765,2.57156e+08,0.930247
nursery,weka.SMO,160.94,5.34651e+07,1571,2.90144e+08,0.930633
nursery,weka.SMO,223.49,5.31324e+07,2102,2.5628e+08,0.930556
nursery,weka.SMO,157.72,5.34251e+07,1545,2.66056e+08,0.930556
nursery,weka.SMO,184.48,5.34212e+07,1562,2.36448e+08,0.930633
nursery,weka.SMO,168.42,5.32873e+07,1512,2.60904e+08,0.930556
nursery,weka.SMO,210,5.31368e+07,1816,2.6778e+08,0.930633
nursery,weka.SMO,158.46,5.31611e+07,1546,2.50356e+08,0.930478
nursery,weka.SMO,195.14,5.35232e+07,2036,2.80352e+08,0.930478
nursery,weka.SMO,164.16,5.34724e+07,1565,2.63312e+08,0.930401
nursery,weka.SMO,265.22,5.34995e+07,2257,2.86108e+08,0.930556
