% Query:
% SELECT d.name, li.name, ev.evalue
% FROM
% dataset d,
% experiment e,
% learner_application la,
% learner_implementation li,
% evaluation ev
% WHERE d.did = 6 and
% d.did = e.did and la.laid = e.laid and la.liid = li.liid and
% e.eid = ev.eid and (ev.emiid = 1 or ev.emiid = 3)

@relation query

@attribute name {letter}
@attribute name {weka.DecisionTable,weka.NNge,weka.DecisionStump,weka.SMO,weka.MultilayerPerceptron,weka.MultiBoostAB,weka.ConjunctiveRule,weka.Stacking,weka.J48,weka.Decorate,weka.PART,weka.ZeroR,weka.BayesNet,weka.SimpleLogistic,weka.Logistic,weka.StackingC,weka.AttributeSelectedClassifier,weka.MultiClassClassifier,weka.NaiveBayes,weka.FilteredClassifier,weka.MultiScheme,weka.NaiveBayesUpdateable,weka.Vote,weka.HyperPipes,weka.NBTree,weka.CVParameterSelection,weka.ClassificationViaRegression,weka.LogitBoost,weka.Bagging,weka.IBk,weka.NaiveBayesSimple,weka.IB1,weka.OneR,weka.VFI,weka.RacedIncrementalLogitBoost,weka.LWL,weka.RandomForest,weka.RandomTree,weka.REPTree,weka.JRip,weka.AdaBoostM1,weka.RandomCommittee,weka.OrdinalClassClassifier,weka.LMT}
@attribute evalue numeric

@data
letter,weka.StackingC,4.98
letter,weka.StackingC,180
letter,weka.AttributeSelectedClassifier,9.79
letter,weka.AttributeSelectedClassifier,187
letter,weka.MultiClassClassifier,51.42
letter,weka.MultiClassClassifier,614
letter,weka.NaiveBayes,0.64
letter,weka.NaiveBayes,98
letter,weka.FilteredClassifier,2.93
letter,weka.FilteredClassifier,173
letter,weka.MultiScheme,0.46
letter,weka.MultiScheme,126
letter,weka.NaiveBayesUpdateable,0.74
letter,weka.NaiveBayesUpdateable,130
letter,weka.Vote,0.14
letter,weka.Vote,84
letter,weka.HyperPipes,0.7
letter,weka.HyperPipes,98
letter,weka.NBTree,343.71
letter,weka.NBTree,74180
letter,weka.CVParameterSelection,0.19
letter,weka.CVParameterSelection,116
letter,weka.ClassificationViaRegression,132.2
letter,weka.ClassificationViaRegression,2904
letter,weka.LogitBoost,118.2
letter,weka.LogitBoost,1256
letter,weka.Bagging,15.97
letter,weka.Bagging,354
letter,weka.LMT,20319.8
letter,weka.LMT,184430
letter,weka.IBk,0.1
letter,weka.IBk,1271
letter,weka.NaiveBayesSimple,0.69
letter,weka.NaiveBayesSimple,126
letter,weka.IB1,0.12
letter,weka.IB1,1013
letter,weka.OneR,0.93
letter,weka.OneR,117
letter,weka.VFI,0.4
letter,weka.VFI,112
letter,weka.RacedIncrementalLogitBoost,43.97
letter,weka.RacedIncrementalLogitBoost,533
letter,weka.LWL,0.12
letter,weka.LWL,18240
letter,weka.RandomForest,15.37
letter,weka.RandomForest,262
letter,weka.RandomTree,2.23
letter,weka.RandomTree,254
letter,weka.REPTree,2.92
letter,weka.REPTree,124
letter,weka.JRip,334.55
letter,weka.JRip,3848
letter,weka.AdaBoostM1,1.31
letter,weka.AdaBoostM1,118
letter,weka.RandomCommittee,12.26
letter,weka.RandomCommittee,20144
letter,weka.OrdinalClassClassifier,250.8
letter,weka.OrdinalClassClassifier,3046
letter,weka.SMO,29.95
letter,weka.SMO,431
letter,weka.SMO,29.14
letter,weka.SMO,420
letter,weka.SMO,22.61
letter,weka.SMO,419
letter,weka.SMO,26.93
letter,weka.SMO,427
letter,weka.SMO,21.97
letter,weka.SMO,423
letter,weka.SMO,21.97
letter,weka.SMO,386
letter,weka.SMO,24.18
letter,weka.SMO,379
letter,weka.SMO,24.2
letter,weka.SMO,389
letter,weka.SMO,26.25
letter,weka.SMO,409
letter,weka.SMO,21.65
letter,weka.SMO,386
letter,weka.SMO,21.85
letter,weka.SMO,339
letter,weka.SMO,21.53
letter,weka.SMO,385
letter,weka.SMO,23.8
letter,weka.SMO,377
letter,weka.SMO,25.71
letter,weka.SMO,421
letter,weka.SMO,23.29
letter,weka.SMO,379
letter,weka.SMO,28
letter,weka.SMO,428
letter,weka.SMO,33.94
letter,weka.SMO,494
letter,weka.SMO,27.23
letter,weka.SMO,448
letter,weka.SMO,21.76
letter,weka.SMO,370
letter,weka.SMO,23.86
letter,weka.SMO,383
letter,weka.SMO,11.18
letter,weka.SMO,265
letter,weka.SMO,12.17
letter,weka.SMO,271
letter,weka.SMO,13.98
letter,weka.SMO,300
letter,weka.SMO,18.4
letter,weka.SMO,371
letter,weka.SMO,23.45
letter,weka.SMO,376
letter,weka.SMO,33.42
letter,weka.SMO,503
letter,weka.SMO,34.82
letter,weka.SMO,538
letter,weka.SMO,35.1
letter,weka.SMO,507
letter,weka.SMO,35.72
letter,weka.SMO,498
letter,weka.SMO,44.18
letter,weka.SMO,579
letter,weka.SMO,52.65
letter,weka.SMO,647
letter,weka.SMO,76.2
letter,weka.SMO,848
letter,weka.SMO,76.61
letter,weka.SMO,881
letter,weka.SMO,95.54
letter,weka.SMO,1047
letter,weka.SMO,102.52
letter,weka.SMO,1093
letter,weka.SMO,102.29
letter,weka.SMO,1119
letter,weka.SMO,111.73
letter,weka.SMO,1160
letter,weka.SMO,94.88
letter,weka.SMO,1013
letter,weka.SMO,167.34
letter,weka.SMO,1711
letter,weka.SMO,13.6
letter,weka.SMO,293
letter,weka.SMO,10.36
letter,weka.SMO,276
letter,weka.SMO,11.16
letter,weka.SMO,255
letter,weka.SMO,10.95
letter,weka.SMO,260
letter,weka.SMO,11.7
letter,weka.SMO,264
letter,weka.SMO,10.88
letter,weka.SMO,252
letter,weka.SMO,11.4
letter,weka.SMO,277
letter,weka.SMO,13.7
letter,weka.SMO,274
letter,weka.SMO,13.13
letter,weka.SMO,297
letter,weka.SMO,14.44
letter,weka.SMO,319
letter,weka.SMO,12.69
letter,weka.SMO,321
letter,weka.SMO,12.23
letter,weka.SMO,288
letter,weka.SMO,10.78
letter,weka.SMO,257
letter,weka.SMO,11.2
letter,weka.SMO,258
letter,weka.SMO,10.17
letter,weka.SMO,246
letter,weka.SMO,14.5
letter,weka.SMO,306
letter,weka.SMO,11.63
letter,weka.SMO,286
letter,weka.SMO,12.32
letter,weka.SMO,249
letter,weka.SMO,10.87
letter,weka.SMO,256
letter,weka.SMO,10.52
letter,weka.SMO,290
letter,weka.SMO,14.33
letter,weka.SMO,307
letter,weka.SMO,17.79
letter,weka.SMO,402
letter,weka.SMO,12.25
letter,weka.SMO,305
letter,weka.SMO,12.51
letter,weka.SMO,268
letter,weka.SMO,15.25
letter,weka.SMO,321
letter,weka.SMO,12.13
letter,weka.SMO,277
letter,weka.SMO,13.35
letter,weka.SMO,284
letter,weka.SMO,11.93
letter,weka.SMO,315
letter,weka.SMO,11.93
letter,weka.SMO,284
letter,weka.SMO,13.71
letter,weka.SMO,301
letter,weka.SMO,13.74
letter,weka.SMO,308
letter,weka.SMO,14.1
letter,weka.SMO,294
letter,weka.SMO,11.58
letter,weka.SMO,253
letter,weka.SMO,11.29
letter,weka.SMO,260
letter,weka.SMO,11.83
letter,weka.SMO,266
letter,weka.SMO,14.25
letter,weka.SMO,299
letter,weka.SMO,11.18
letter,weka.SMO,288
letter,weka.SMO,12.31
letter,weka.SMO,250
letter,weka.SMO,12.72
letter,weka.SMO,272
letter,weka.SMO,11.85
letter,weka.SMO,273
letter,weka.SMO,13.23
letter,weka.SMO,303
letter,weka.SMO,14.17
letter,weka.SMO,276
letter,weka.SMO,13.78
letter,weka.SMO,285
letter,weka.SMO,13.54
letter,weka.SMO,274
letter,weka.SMO,13.87
letter,weka.SMO,283
letter,weka.SMO,13.42
letter,weka.SMO,281
letter,weka.SMO,15.68
letter,weka.SMO,303
letter,weka.SMO,13.32
letter,weka.SMO,306
letter,weka.SMO,17.9
letter,weka.SMO,400
letter,weka.SMO,12.89
letter,weka.SMO,267
letter,weka.SMO,16.33
letter,weka.SMO,320
letter,weka.SMO,15.44
letter,weka.SMO,310
letter,weka.SMO,15.77
letter,weka.SMO,299
letter,weka.SMO,16.2
letter,weka.SMO,334
letter,weka.SMO,14.1
letter,weka.SMO,270
letter,weka.SMO,14.14
letter,weka.SMO,292
letter,weka.SMO,19.39
letter,weka.SMO,411
letter,weka.SMO,13
letter,weka.SMO,272
letter,weka.SMO,13.81
letter,weka.SMO,335
letter,weka.SMO,13.57
letter,weka.SMO,286
letter,weka.SMO,23.84
letter,weka.SMO,392
letter,weka.SMO,18.89
letter,weka.SMO,340
letter,weka.SMO,23.37
letter,weka.SMO,384
letter,weka.SMO,24.87
letter,weka.SMO,405
letter,weka.SMO,25.1
letter,weka.SMO,385
letter,weka.SMO,23.45
letter,weka.SMO,385
letter,weka.SMO,20.8
letter,weka.SMO,357
letter,weka.SMO,19.4
letter,weka.SMO,365
letter,weka.SMO,18.77
letter,weka.SMO,329
letter,weka.SMO,20.82
letter,weka.SMO,354
letter,weka.SMO,19.54
letter,weka.SMO,331
letter,weka.SMO,19.54
letter,weka.SMO,339
letter,weka.SMO,21.24
letter,weka.SMO,370
letter,weka.SMO,22.78
letter,weka.SMO,380
letter,weka.SMO,18.19
letter,weka.SMO,328
letter,weka.SMO,20.41
letter,weka.SMO,350
letter,weka.SMO,18.6
letter,weka.SMO,329
letter,weka.SMO,18.66
letter,weka.SMO,355
letter,weka.SMO,24.14
letter,weka.SMO,401
letter,weka.SMO,18.5
letter,weka.SMO,319
letter,weka.SMO,24.69
letter,weka.SMO,444
letter,weka.SMO,22.94
letter,weka.SMO,374
letter,weka.SMO,21.32
letter,weka.SMO,381
letter,weka.SMO,23.8
letter,weka.SMO,375
letter,weka.SMO,24.9
letter,weka.SMO,395
letter,weka.SMO,29.1
letter,weka.SMO,454
letter,weka.SMO,22.5
letter,weka.SMO,418
letter,weka.SMO,24.22
letter,weka.SMO,397
letter,weka.SMO,22.5
letter,weka.SMO,385
letter,weka.SMO,29.68
letter,weka.SMO,440
letter,weka.SMO,23.59
letter,weka.SMO,372
letter,weka.SMO,25.9
letter,weka.SMO,400
letter,weka.SMO,26.65
letter,weka.SMO,402
letter,weka.SMO,25.64
letter,weka.SMO,423
letter,weka.SMO,22.64
letter,weka.SMO,379
letter,weka.SMO,27.16
letter,weka.SMO,426
letter,weka.SMO,22.75
letter,weka.SMO,410
letter,weka.SMO,23.21
letter,weka.SMO,374
letter,weka.SMO,24.42
letter,weka.SMO,396
letter,weka.SMO,27.59
letter,weka.SMO,398
letter,weka.SMO,26.81
letter,weka.SMO,413
letter,weka.SMO,31.1
letter,weka.SMO,457
letter,weka.SMO,40.48
letter,weka.SMO,548
letter,weka.SMO,27.9
letter,weka.SMO,439
letter,weka.SMO,34.63
letter,weka.SMO,492
letter,weka.SMO,33.53
letter,weka.SMO,486
letter,weka.SMO,28.91
letter,weka.SMO,431
letter,weka.SMO,30.27
letter,weka.SMO,425
letter,weka.SMO,35.9
letter,weka.SMO,512
letter,weka.SMO,28.21
letter,weka.SMO,430
letter,weka.SMO,36.41
letter,weka.SMO,519
letter,weka.SMO,32.84
letter,weka.SMO,486
letter,weka.SMO,34.99
letter,weka.SMO,499
letter,weka.SMO,29.65
letter,weka.SMO,471
letter,weka.SMO,29.3
letter,weka.SMO,468
letter,weka.SMO,26.9
letter,weka.SMO,374
letter,weka.SMO,30.82
letter,weka.SMO,465
letter,weka.SMO,38.55
letter,weka.SMO,529
letter,weka.SMO,31.95
letter,weka.SMO,506
letter,weka.SMO,34.7
letter,weka.SMO,486
letter,weka.SMO,28.5
letter,weka.SMO,413
letter,weka.SMO,30.15
letter,weka.SMO,430
letter,weka.SMO,28.57
letter,weka.SMO,465
letter,weka.SMO,33.23
letter,weka.SMO,463
letter,weka.SMO,33.26
letter,weka.SMO,502
letter,weka.SMO,27.94
letter,weka.SMO,388
letter,weka.SMO,35.92
letter,weka.SMO,519
letter,weka.SMO,34.4
letter,weka.SMO,524
letter,weka.SMO,27.37
letter,weka.SMO,396
letter,weka.SMO,35.84
letter,weka.SMO,497
letter,weka.SMO,30.91
letter,weka.SMO,432
letter,weka.SMO,30.45
letter,weka.SMO,448
letter,weka.SMO,31.9
letter,weka.SMO,482
letter,weka.SMO,30.61
letter,weka.SMO,460
letter,weka.SMO,28.9
letter,weka.SMO,453
letter,weka.SMO,31.45
letter,weka.SMO,439
letter,weka.SMO,32.49
letter,weka.SMO,476
letter,weka.SMO,31.32
letter,weka.SMO,438
letter,weka.SMO,28.45
letter,weka.SMO,436
letter,weka.SMO,37.37
letter,weka.SMO,523
letter,weka.SMO,34.42
letter,weka.SMO,567
letter,weka.SMO,34.64
letter,weka.SMO,548
letter,weka.SMO,33.96
letter,weka.SMO,484
letter,weka.SMO,43.51
letter,weka.SMO,577
letter,weka.SMO,33.31
letter,weka.SMO,485
letter,weka.SMO,34.42
letter,weka.SMO,539
letter,weka.SMO,36.73
letter,weka.SMO,492
letter,weka.SMO,34.31
letter,weka.SMO,491
letter,weka.SMO,45.52
letter,weka.SMO,594
letter,weka.SMO,42.59
letter,weka.SMO,576
letter,weka.SMO,36.63
letter,weka.SMO,504
letter,weka.SMO,39.72
letter,weka.SMO,511
letter,weka.SMO,39.49
letter,weka.SMO,510
letter,weka.SMO,41.94
letter,weka.SMO,608
letter,weka.SMO,39.89
letter,weka.SMO,558
letter,weka.SMO,46.92
letter,weka.SMO,606
letter,weka.SMO,38.61
letter,weka.SMO,503
letter,weka.SMO,37.6
letter,weka.SMO,508
letter,weka.SMO,43.33
letter,weka.SMO,578
letter,weka.SMO,37.4
letter,weka.SMO,524
letter,weka.SMO,40.72
letter,weka.SMO,557
letter,weka.SMO,34.27
letter,weka.SMO,534
letter,weka.SMO,33.11
letter,weka.SMO,482
letter,weka.SMO,39.7
letter,weka.SMO,497
letter,weka.SMO,37.18
letter,weka.SMO,459
letter,weka.SMO,33.82
letter,weka.SMO,487
letter,weka.SMO,38.89
letter,weka.SMO,414.62
letter,weka.SMO,40.76
letter,weka.SMO,555
letter,weka.SMO,35.85
letter,weka.SMO,473
letter,weka.SMO,33.4
letter,weka.SMO,503
letter,weka.SMO,37.61
letter,weka.SMO,547
letter,weka.SMO,34.42
letter,weka.SMO,510
letter,weka.SMO,33.29
letter,weka.SMO,464
letter,weka.SMO,33.62
letter,weka.SMO,489
letter,weka.SMO,35.3
letter,weka.SMO,515
letter,weka.SMO,32.63
letter,weka.SMO,462
letter,weka.SMO,37.5
letter,weka.SMO,503
letter,weka.SMO,32.23
letter,weka.SMO,521
letter,weka.SMO,36.23
letter,weka.SMO,499
letter,weka.SMO,35.33
letter,weka.SMO,480
letter,weka.SMO,40.2
letter,weka.SMO,523
letter,weka.SMO,44.59
letter,weka.SMO,587
letter,weka.SMO,44.47
letter,weka.SMO,606
letter,weka.SMO,46.55
letter,weka.SMO,596
letter,weka.SMO,46.36
letter,weka.SMO,575
letter,weka.SMO,58.67
letter,weka.SMO,759
letter,weka.SMO,41.46
letter,weka.SMO,564
letter,weka.SMO,47.73
letter,weka.SMO,590
letter,weka.SMO,44.34
letter,weka.SMO,577
letter,weka.SMO,42.26
letter,weka.SMO,560
letter,weka.SMO,41.55
letter,weka.SMO,588
letter,weka.SMO,44.75
letter,weka.SMO,574
letter,weka.SMO,44.29
letter,weka.SMO,580
letter,weka.SMO,41.82
letter,weka.SMO,595
letter,weka.SMO,41.15
letter,weka.SMO,569
letter,weka.SMO,44.97
letter,weka.SMO,579
letter,weka.SMO,44.86
letter,weka.SMO,572
letter,weka.SMO,47.9
letter,weka.SMO,566
letter,weka.SMO,45.1
letter,weka.SMO,585
letter,weka.SMO,42.2
letter,weka.SMO,591
letter,weka.SMO,56.2
letter,weka.SMO,680
letter,weka.SMO,54.56
letter,weka.SMO,614
letter,weka.SMO,57.34
letter,weka.SMO,796
letter,weka.SMO,69.63
letter,weka.SMO,842
letter,weka.SMO,53.61
letter,weka.SMO,544.79
letter,weka.SMO,54.25
letter,weka.SMO,661
letter,weka.SMO,54.67
letter,weka.SMO,735
letter,weka.SMO,57.63
letter,weka.SMO,685
letter,weka.SMO,69.34
letter,weka.SMO,828
letter,weka.SMO,56.72
letter,weka.SMO,570.5
letter,weka.SMO,51.43
letter,weka.SMO,516.17
letter,weka.SMO,52.85
letter,weka.SMO,536.87
letter,weka.SMO,69.19
letter,weka.SMO,820
letter,weka.SMO,69.22
letter,weka.SMO,870
letter,weka.SMO,70.1
letter,weka.SMO,821
letter,weka.SMO,57.55
letter,weka.SMO,702
letter,weka.SMO,57.81
letter,weka.SMO,690
letter,weka.SMO,56.8
letter,weka.SMO,554.06
letter,weka.SMO,61.1
letter,weka.SMO,707
letter,weka.SMO,55.35
letter,weka.SMO,717
letter,weka.SMO,91
letter,weka.SMO,1022
letter,weka.SMO,69.61
letter,weka.SMO,682.96
letter,weka.SMO,83.66
letter,weka.SMO,875
letter,weka.SMO,85.88
letter,weka.SMO,834.17
letter,weka.SMO,79.67
letter,weka.SMO,890
letter,weka.SMO,77.5
letter,weka.SMO,858
letter,weka.SMO,84.86
letter,weka.SMO,977
letter,weka.SMO,77.73
letter,weka.SMO,892
letter,weka.SMO,72.44
letter,weka.SMO,861
letter,weka.SMO,81.23
letter,weka.SMO,788.99
letter,weka.SMO,69.78
letter,weka.SMO,688.12
letter,weka.SMO,77.95
letter,weka.SMO,718.53
letter,weka.SMO,84.69
letter,weka.SMO,825.28
letter,weka.SMO,84.3
letter,weka.SMO,814.86
letter,weka.SMO,87.53
letter,weka.SMO,1024
letter,weka.SMO,85.39
letter,weka.SMO,971
letter,weka.SMO,84.37
letter,weka.SMO,929
letter,weka.SMO,88.44
letter,weka.SMO,968
letter,weka.SMO,94.55
letter,weka.SMO,1048
letter,weka.SMO,74.46
letter,weka.SMO,844
letter,weka.SMO,95.99
letter,weka.SMO,1075
letter,weka.SMO,93.22
letter,weka.SMO,993
letter,weka.SMO,73.19
letter,weka.SMO,858
letter,weka.SMO,71.96
letter,weka.SMO,741.58
letter,weka.SMO,75.32
letter,weka.SMO,907
letter,weka.SMO,102.41
letter,weka.SMO,1133
letter,weka.SMO,84.9
letter,weka.SMO,1012
letter,weka.SMO,81.7
letter,weka.SMO,962
letter,weka.SMO,75.72
letter,weka.SMO,854
letter,weka.SMO,70.86
letter,weka.SMO,820
letter,weka.SMO,71.4
letter,weka.SMO,796
letter,weka.SMO,83.73
letter,weka.SMO,953
letter,weka.SMO,84.86
letter,weka.SMO,971
letter,weka.SMO,74.97
letter,weka.SMO,867
letter,weka.SMO,75.81
letter,weka.SMO,860
letter,weka.SMO,74.68
letter,weka.SMO,917
letter,weka.SMO,104.26
letter,weka.SMO,1150
letter,weka.SMO,74.11
letter,weka.SMO,835
letter,weka.SMO,88.45
letter,weka.SMO,1013
letter,weka.SMO,75.63
letter,weka.SMO,860
letter,weka.SMO,84.88
letter,weka.SMO,945
letter,weka.SMO,101.9
letter,weka.SMO,1148
letter,weka.SMO,104.11
letter,weka.SMO,1143
letter,weka.SMO,89.22
letter,weka.SMO,963
letter,weka.SMO,115.82
letter,weka.SMO,1159
letter,weka.SMO,98.49
letter,weka.SMO,1089
letter,weka.SMO,87.69
letter,weka.SMO,1055
letter,weka.SMO,90.87
letter,weka.SMO,1022
letter,weka.SMO,97.17
letter,weka.SMO,1089
letter,weka.SMO,85.62
letter,weka.SMO,949
letter,weka.SMO,90.34
letter,weka.SMO,951
letter,weka.SMO,99.79
letter,weka.SMO,1098
letter,weka.SMO,95.31
letter,weka.SMO,1105
letter,weka.SMO,86.38
letter,weka.SMO,968
letter,weka.SMO,84.72
letter,weka.SMO,949
letter,weka.SMO,86.98
letter,weka.SMO,960
letter,weka.SMO,86.9
letter,weka.SMO,1089
letter,weka.SMO,93.45
letter,weka.SMO,1064
letter,weka.SMO,81.9
letter,weka.SMO,918
letter,weka.SMO,104.35
letter,weka.SMO,1147
letter,weka.SMO,101.9
letter,weka.SMO,1085
letter,weka.SMO,141.23
letter,weka.SMO,1489
letter,weka.SMO,95.73
letter,weka.SMO,1084
letter,weka.SMO,123.32
letter,weka.SMO,1431
letter,weka.SMO,105.6
letter,weka.SMO,1110
letter,weka.SMO,98.73
letter,weka.SMO,1117
letter,weka.SMO,96.71
letter,weka.SMO,1091
letter,weka.SMO,125.83
letter,weka.SMO,1423
letter,weka.SMO,131.7
letter,weka.SMO,1276
letter,weka.SMO,91.43
letter,weka.SMO,1126
letter,weka.SMO,103.49
letter,weka.SMO,1130
letter,weka.SMO,108.39
letter,weka.SMO,1130
letter,weka.SMO,114.84
letter,weka.SMO,1154
letter,weka.SMO,125.73
letter,weka.SMO,1429
letter,weka.SMO,143.91
letter,weka.SMO,1502
letter,weka.SMO,115.77
letter,weka.SMO,1219
letter,weka.SMO,92.96
letter,weka.SMO,1041
letter,weka.SMO,104.9
letter,weka.SMO,1092
letter,weka.SMO,107.42
letter,weka.SMO,1128
letter,weka.SMO,104
letter,weka.SMO,1108
letter,weka.SMO,119.59
letter,weka.SMO,1313
letter,weka.SMO,113.65
letter,weka.SMO,1277
letter,weka.SMO,102.86
letter,weka.SMO,1109
letter,weka.SMO,101.22
letter,weka.SMO,1095
letter,weka.SMO,99.16
letter,weka.SMO,1083
letter,weka.SMO,98.23
letter,weka.SMO,1092
letter,weka.SMO,92.95
letter,weka.SMO,1065
letter,weka.SMO,96.9
letter,weka.SMO,1080
letter,weka.SMO,96.22
letter,weka.SMO,1064
letter,weka.SMO,114.6
letter,weka.SMO,1383
letter,weka.SMO,108.2
letter,weka.SMO,1239
letter,weka.SMO,118.18
letter,weka.SMO,1310
letter,weka.SMO,95.83
letter,weka.SMO,1101
letter,weka.SMO,94.79
letter,weka.SMO,1082
letter,weka.SMO,113.53
letter,weka.SMO,1246
letter,weka.SMO,136.16
letter,weka.SMO,1461
letter,weka.SMO,109.56
letter,weka.SMO,1198
letter,weka.SMO,104.1
letter,weka.SMO,1129
letter,weka.SMO,99.35
letter,weka.SMO,1084
letter,weka.SMO,96.98
letter,weka.SMO,1062
letter,weka.SMO,104.62
letter,weka.SMO,1197
letter,weka.SMO,118.92
letter,weka.SMO,1321
letter,weka.SMO,113.6
letter,weka.SMO,1224
letter,weka.SMO,97.51
letter,weka.SMO,1106
letter,weka.SMO,109.14
letter,weka.SMO,1167
letter,weka.SMO,144.67
letter,weka.SMO,1555
letter,weka.SMO,107.8
letter,weka.SMO,1160
letter,weka.SMO,122.46
letter,weka.SMO,1310
letter,weka.SMO,110.98
letter,weka.SMO,1169
letter,weka.SMO,116.1
letter,weka.SMO,1273
letter,weka.SMO,103.49
letter,weka.SMO,1148
letter,weka.SMO,115.21
letter,weka.SMO,1267
letter,weka.SMO,105.98
letter,weka.SMO,1182
letter,weka.SMO,100.29
letter,weka.SMO,1094
letter,weka.SMO,104.86
letter,weka.SMO,1203
letter,weka.SMO,108.84
letter,weka.SMO,1155
letter,weka.SMO,115.28
letter,weka.SMO,1238
letter,weka.SMO,129.6
letter,weka.SMO,1379
letter,weka.SMO,99.7
